Date,Year,Locality,Estimated Value,Sale Price,Property,Residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Face
7/2/2021,2021,Waterbury,250110,167000,Single Family,Detached House,3,1,962,1.0234955,West
7/2/2021,2021,Fairfield,448280,530000,Single Family,Detached House,3,3,946,1.0234955,East
7/2/2021,2021,Stamford,389120,580000,Single Family,Detached House,3,2,1019,1.0234955,West
7/2/2021,2021,West Hartford,265370,465000,Two Family,Duplex,4,2,1312,1.0234955,South
7/2/2021,2021,Greenwich,3331020,5200000,Single Family,Detached House,3,2,1111.658981,1.0234955,East
7/3/2021,2021,Bridgeport,208240,505000,Three Family,Triplex,6,5,2163,1.0234955,East
7/3/2021,2021,Bridgeport,149420,112500,Single Family,Detached House,3,1,947,1.0234955,West
7/3/2021,2021,Bridgeport,444584.207,150000,Two Family,Duplex,4,2,1411,1.0234955,South
7/3/2021,2021,Bridgeport,444584.207,157500,Single Family,Detached House,3,1,982,1.0234955,South
7/3/2021,2021,Unknown,444584.207,285000,Single Family,Detached House,3,3,960,1.0234955,West
7/5/2021,2021,Greenwich,469070,927000,Single Family,Detached House,3,2,1059,1.0234955,West
7/5/2021,2021,Waterbury,12340,25000,Single Family,Detached House,3,3,965,1.0234955,West
7/5/2021,2021,Fairfield,602210,734000,Single Family,Detached House,3,3,1111.658981,1.0234955,West
7/8/2021,2021,Unknown,444584.207,410000,Three Family,Triplex,6,5,2103,1.0234955,West
7/8/2021,2021,Fairfield,300720,540000,Single Family,Detached House,3,2,1094,1.0234955,West
7/8/2021,2021,Bridgeport,88290,140000,Two Family,Duplex,4,4,1282,1.0234955,East
7/10/2021,2021,Waterbury,20140,73000,Three Family,Triplex,6,5,2067,1.0234955,West
7/10/2021,2021,Unknown,355530,504575,Single Family,Detached House,3,3,1023,1.0234955,West
7/10/2021,2021,Unknown,109130,215000,Single Family,Triplex,6,5,1111.658981,1.0234955,East
7/10/2021,2021,Bridgeport,148780,195000,Two Family,Duplex,4,3,1491,1.0234955,West
7/10/2021,2021,Fairfield,295470,355000,Single Family,Detached House,3,2,983,1.0234955,West
7/11/2021,2021,Unknown,271740,412000,Single Family,Detached House,3,2,937,1.0234955,East
7/11/2021,2021,Fairfield,521640,726500,Single Family,Detached House,3,3,912,1.0234955,East
7/11/2021,2021,Waterbury,25420,130000,Three Family,Triplex,6,5,2093,1.0234955,North
7/11/2021,2021,Fairfield,372330,590000,Single Family,Detached House,3,1,1024,1.0234955,North
7/11/2021,2021,Bridgeport,168960,322000,Single Family,Detached House,3,2,902,1.0234955,South
7/11/2021,2021,West Hartford,330190,420000,Single Family,Detached House,3,3,961,1.0234955,West
7/12/2021,2021,Fairfield,355670,630000,Single Family,Detached House,3,1,1074,1.0234955,East
7/12/2021,2021,Unknown,203840,227000,Single Family,Detached House,3,3,1090,1.0234955,West
7/15/2021,2021,Bridgeport,101070,130000,Single Family,Detached House,3,1,1111.658981,1.0234955,East
7/15/2021,2021,Stamford,327760,427000,Single Family,Detached House,3,2,975,1.0234955,South
7/15/2021,2021,Bridgeport,143380,195000,Single Family,Duplex,4,3,1240,1.0234955,South
7/15/2021,2021,Stamford,316610,1500000,Two Family,Duplex,4,2,1422,1.0234955,North
7/15/2021,2021,Waterbury,145690,212000,Single Family,Detached House,3,2,996,1.0234955,West
7/15/2021,2021,West Hartford,98140,107000,Single Family,Detached House,3,1,954,1.0234955,East
7/15/2021,2021,Greenwich,554470,940000,Single Family,Detached House,3,2,932,1.0234955,East
7/15/2021,2021,Waterbury,59640,52100,Single Family,Detached House,3,2,1111.658981,1.0234955,East
7/16/2021,2021,Waterbury,81150,157000,Single Family,Detached House,3,1,1009,1.0234955,South
7/16/2021,2021,Waterbury,444584.207,125000,Single Family,Duplex,4,2,1258,1.0234955,East
7/16/2021,2021,Waterbury,67250,68629,Single Family,Detached House,3,2,1031,1.0234955,South
7/17/2021,2021,Waterbury,444584.207,150000,Single Family,Detached House,3,3,906,1.0234955,West
7/17/2021,2021,Bridgeport,104040,95800,Single Family,Detached House,3,3,1095,1.0234955,West
7/18/2021,2021,Waterbury,98520,203500,Single Family,Detached House,3,3,977,1.0234955,East
7/18/2021,2021,Bridgeport,150950,335000,Two Family,Duplex,4,3,1319,1.0234955,South
7/18/2021,2021,Bridgeport,107570,86250,Single Family,Duplex,4,4,1460,1.0234955,East
7/18/2021,2021,Bridgeport,123950,310000,Single Family,Duplex,4,2,1381,1.0234955,East
7/19/2021,2021,Fairfield,726460,1520000,Single Family,Detached House,3,3,1098,1.0234955,South
7/19/2021,2021,Bridgeport,79030,210000,Single Family,Detached House,3,3,1000,1.0234955,East
7/19/2021,2021,Unknown,109640,120000,Single Family,Detached House,3,2,985,1.0234955,West
7/19/2021,2021,Fairfield,583660,827000,Single Family,Detached House,3,3,979,1.0234955,North
7/19/2021,2021,Stamford,303690,410000,Single Family,Detached House,3,2,955,1.0234955,South
7/19/2021,2021,Waterbury,72060,51000,Single Family,Detached House,3,3,1050,1.0234955,North
7/19/2021,2021,Greenwich,2520000,2850000,Single Family,Detached House,3,2,1093,1.0234955,West
7/19/2021,2021,Waterbury,38750,110000,Three Family,Triplex,6,4,2069,1.0234955,South
7/19/2021,2021,Stamford,289710,439000,Single Family,Detached House,3,2,1111.658981,1.0234955,North
7/22/2021,2021,West Hartford,362460,667500,Single Family,Detached House,3,1,934,1.0234955,West
7/22/2021,2021,Unknown,122510,140000,Single Family,Detached House,3,1,941,1.0234955,North
7/22/2021,2021,Fairfield,660800,885000,Single Family,Detached House,3,3,1111.658981,1.0234955,West
7/22/2021,2021,Stamford,317040,525000,Single Family,Detached House,3,3,943,1.0234955,North
7/23/2021,2021,Bridgeport,91180,79900,Single Family,Detached House,3,2,949,1.0234955,South
7/23/2021,2021,Unknown,264880,410000,Single Family,Detached House,3,1,1083,1.0234955,North
7/23/2021,2021,West Hartford,188790,329000,Single Family,Detached House,3,3,903,1.0234955,South
7/23/2021,2021,Fairfield,315350,300000,Single Family,Detached House,3,1,1005,1.0234955,South
7/23/2021,2021,Bridgeport,113470,370000,Two Family,Duplex,4,2,1424,1.0234955,West
7/23/2021,2021,Bridgeport,98440,160000,Single Family,Detached House,3,3,1015,1.0234955,West
7/23/2021,2021,Greenwich,461790,650000,Single Family,Detached House,3,1,986,1.0234955,North
7/24/2021,2021,Waterbury,444584.207,175000,Three Family,Triplex,6,6,2115,1.0234955,West
7/24/2021,2021,Fairfield,476280,770000,Single Family,Detached House,3,3,1095,1.0234955,South
7/25/2021,2021,Waterbury,34890,16000,Single Family,Detached House,3,1,949,1.0234955,East
7/25/2021,2021,Greenwich,610470,906000,Single Family,Detached House,3,3,1092,1.0234955,East
7/25/2021,2021,Waterbury,444584.207,275000,Single Family,Fourplex,8,7,2818,1.0234955,East
7/26/2021,2021,Fairfield,544460,742000,Single Family,Detached House,3,2,1066,1.0234955,North
7/29/2021,2021,Unknown,78270,74696,Single Family,Detached House,3,2,1080,1.0234955,North
7/30/2021,2021,Fairfield,628600,829000,Single Family,Detached House,3,2,1047,1.0234955,West
7/30/2021,2021,Unknown,788980,1315000,Single Family,Detached House,3,1,1051,1.0234955,South
7/30/2021,2021,Waterbury,444584.207,275000,Single Family,Detached House,3,3,1039,1.0234955,East
7/31/2021,2021,Waterbury,48680,67600,Three Family,Triplex,6,4,1836,1.0234955,South
7/31/2021,2021,Waterbury,82330,130000,Single Family,Detached House,3,3,1111.658981,1.0234955,West
7/31/2021,2021,Unknown,90260,92215,Single Family,Detached House,3,1,1019,1.0234955,North
8/1/2021,2021,Unknown,119370,170000,Single Family,Detached House,3,2,1011,1.0234955,North
8/1/2021,2021,Fairfield,830690,1100000,Single Family,Detached House,3,1,943,1.0234955,North
8/1/2021,2021,West Hartford,170870,279000,Single Family,Detached House,3,1,969,1.0234955,South
8/2/2021,2021,Fairfield,595000,810000,Single Family,Detached House,3,1,925,1.0234955,North
8/2/2021,2021,Unknown,47290,127200,Single Family,Duplex,4,2,1358,1.0234955,South
8/2/2021,2021,Fairfield,804090,1025000,Single Family,Detached House,3,3,1111.658981,1.0234955,East
8/2/2021,2021,Greenwich,1571290,2370000,Single Family,Detached House,3,3,1029,1.0234955,North
8/2/2021,2021,Fairfield,334180,500000,Single Family,Duplex,4,4,1350,1.0234955,South
8/2/2021,2021,West Hartford,268800,425000,Single Family,Detached House,3,1,1008,1.0234955,South
8/5/2021,2021,Stamford,1044550,1300000,Single Family,Detached House,3,1,1044,1.0234955,West
8/6/2021,2021,Bridgeport,137180,275000,Single Family,Detached House,3,1,907,1.0234955,South
8/7/2021,2021,Bridgeport,124470,215000,Two Family,Duplex,4,2,1285,1.0234955,West
8/7/2021,2021,West Hartford,178430,275000,Single Family,Detached House,3,2,1002,1.0234955,West
8/7/2021,2021,Stamford,444584.207,570000,Single Family,Detached House,3,1,1097,1.0234955,East
8/7/2021,2021,Stamford,370360,450000,Single Family,Detached House,3,2,987,1.0234955,East
8/8/2021,2021,Unknown,136640,238000,Single Family,Detached House,3,2,1111.658981,1.0234955,North
8/8/2021,2021,Bridgeport,135150,168610,Single Family,Detached House,3,3,1013,1.0234955,East
8/8/2021,2021,Bridgeport,111440,265000,Single Family,Detached House,3,3,916,1.0234955,West
8/9/2021,2021,Fairfield,619990,901500,Single Family,Detached House,3,2,1087,1.0234955,North
8/9/2021,2021,Fairfield,444584.207,835000,Single Family,Detached House,3,3,959,1.0234955,East
8/9/2021,2021,Stamford,444584.207,1600000,Four Family,Fourplex,8,7,2557,1.0234955,East
8/12/2021,2021,Fairfield,389410,404000,Single Family,Detached House,3,2,1061,1.0234955,West
8/12/2021,2021,West Hartford,292880,540000,Single Family,Detached House,3,1,1028,1.0234955,North
8/12/2021,2021,Bridgeport,87270,88500,Single Family,Detached House,3,2,908,1.0234955,South
8/13/2021,2021,Bridgeport,140060,225000,Three Family,Triplex,6,5,1111.658981,1.0234955,East
8/13/2021,2021,Bridgeport,140060,225000,Single Family,Detached House,3,2,927,1.0234955,West
8/13/2021,2021,Waterbury,444584.207,85000,Single Family,Detached House,3,3,1034,1.0234955,South
8/14/2021,2021,Bridgeport,122450,220000,Three Family,Triplex,6,4,1848,1.0234955,West
8/14/2021,2021,West Hartford,439740,717500,Single Family,Detached House,3,1,1026,1.0234955,South
8/14/2021,2021,Bridgeport,114260,398000,Two Family,Duplex,4,3,1444,1.0234955,North
8/14/2021,2021,Bridgeport,124830,239000,Single Family,Detached House,3,1,1019,1.0234955,North
8/14/2021,2021,Waterbury,86970,156000,Single Family,Detached House,3,1,992,1.0234955,West
8/15/2021,2021,West Hartford,281960,395000,Single Family,Detached House,3,2,972,1.0234955,West
8/15/2021,2021,Stamford,494120,746000,Single Family,Detached House,3,3,1058,1.0234955,North
8/15/2021,2021,Unknown,2969050,4200000,Single Family,Detached House,3,1,1111.658981,1.0234955,East
8/16/2021,2021,Waterbury,87000,155500,Single Family,Detached House,3,2,1111.658981,1.0234955,East
8/16/2021,2021,Stamford,230740,450000,Single Family,Duplex,4,2,1319,1.0234955,North
8/16/2021,2021,Greenwich,530040,802500,Two Family,Duplex,4,2,1329,1.0234955,West
8/16/2021,2021,Stamford,672310,925000,Single Family,Detached House,3,2,1111.658981,1.0234955,East
8/19/2021,2021,Bridgeport,444584.207,195000,Three Family,Triplex,6,6,2132,1.0234955,North
8/19/2021,2021,Fairfield,291970,530000,Single Family,Detached House,3,3,912,1.0234955,East
8/19/2021,2021,West Hartford,211890,266500,Single Family,Detached House,3,1,1082,1.0234955,North
8/19/2021,2021,Stamford,444584.207,345000,Single Family,Detached House,3,1,1017,1.0234955,East
8/19/2021,2021,Fairfield,286090,450000,Single Family,Detached House,3,3,992,1.0234955,East
8/19/2021,2021,Stamford,362970,400000,Single Family,Detached House,3,1,1111.658981,1.0234955,South
8/20/2021,2021,Waterbury,85750,105000,Single Family,Detached House,3,2,1042,1.0234955,South
8/20/2021,2021,Greenwich,444584.207,2650000,Single Family,Detached House,3,1,1111.658981,1.0234955,East
8/20/2021,2021,Waterbury,70740,130000,Single Family,Detached House,3,1,1111.658981,1.0234955,North
8/20/2021,2021,Unknown,444584.207,1655000,Single Family,Detached House,3,3,1099,1.0234955,East
8/21/2021,2021,Waterbury,37370,129900,Single Family,Detached House,3,1,905,1.0234955,North
8/21/2021,2021,Unknown,380660,545000,Single Family,Detached House,3,1,1096,1.0234955,North
8/21/2021,2021,West Hartford,149310,243000,Single Family,Detached House,3,2,990,1.0234955,North
8/21/2021,2021,Waterbury,20680,35000,Single Family,Detached House,3,2,954,1.0234955,South
8/22/2021,2021,Stamford,330130,599950,Two Family,Duplex,4,4,1277,1.0234955,North
8/22/2021,2021,Fairfield,447090,670000,Single Family,Detached House,3,3,988,1.0234955,West
8/26/2021,2021,Greenwich,580790,275000,Single Family,Detached House,3,3,909,1.0234955,North
8/26/2021,2021,Bridgeport,76430,174000,Single Family,Detached House,3,1,1111.658981,1.0234955,West
8/26/2021,2021,Stamford,444584.207,329975,Single Family,Detached House,3,2,930,1.0234955,West
8/26/2021,2021,Bridgeport,90310,180000,Three Family,Triplex,6,5,1803,1.0234955,East
8/26/2021,2021,Waterbury,119200,203000,Single Family,Detached House,3,2,1111.658981,1.0234955,East
8/26/2021,2021,West Hartford,248640,395000,Single Family,Detached House,3,2,1076,1.0234955,West
8/26/2021,2021,Unknown,444584.207,1725000,Single Family,Detached House,3,1,1091,1.0234955,East
8/27/2021,2021,Unknown,135610,214200,Single Family,Detached House,3,2,971,1.0234955,West
8/27/2021,2021,Bridgeport,206330,265000,Four Family,Fourplex,8,7,2632,1.0234955,North
8/27/2021,2021,West Hartford,194460,285000,Single Family,Detached House,3,2,1064,1.0234955,South
8/27/2021,2021,Fairfield,299530,315000,Single Family,Detached House,3,2,1111.658981,1.0234955,North
8/27/2021,2021,West Hartford,319200,507500,Single Family,Detached House,3,2,974,1.0234955,East
8/27/2021,2021,West Hartford,288890,509000,Single Family,Detached House,3,2,1047,1.0234955,North
8/28/2021,2021,Unknown,234010,425000,Single Family,Detached House,3,2,994,1.0234955,South
8/28/2021,2021,West Hartford,158830,256000,Two Family,Duplex,4,4,1203,1.0234955,West
8/28/2021,2021,Stamford,448060,670000,Single Family,Detached House,3,3,929,1.0234955,South
8/29/2021,2021,Unknown,113510,229000,Single Family,Detached House,3,3,1012,1.0234955,North
8/29/2021,2021,Stamford,938580,1350000,Single Family,Detached House,3,2,986,1.0234955,South
8/30/2021,2021,Fairfield,629510,865000,Single Family,Detached House,3,3,1058,1.0234955,North
8/30/2021,2021,Unknown,101420,182500,Single Family,Triplex,6,5,1998,1.0234955,East
8/30/2021,2021,Fairfield,797020,1199000,Single Family,Detached House,3,1,1029,1.0234955,East
8/30/2021,2021,Unknown,273980,397000,Two Family,Duplex,4,2,1235,1.0234955,South
8/30/2021,2021,Bridgeport,105900,185000,Single Family,Detached House,3,2,1069,1.0234955,West
8/30/2021,2021,Stamford,486620,730000,Single Family,Detached House,3,1,1031,1.0234955,West
8/30/2021,2021,West Hartford,266000,392000,Single Family,Detached House,3,3,1039,1.0234955,East
8/30/2021,2021,Greenwich,444584.207,2300000,Single Family,Detached House,3,3,948,1.0234955,West
9/3/2021,2021,Stamford,402450,825000,Single Family,Fourplex,8,6,2671,1.0234955,South
9/3/2021,2021,Fairfield,323820,420000,Single Family,Detached House,3,2,1073,1.0234955,South
9/3/2021,2021,Waterbury,39940,83000,Single Family,Detached House,3,1,968,1.0234955,South
9/3/2021,2021,Waterbury,93440,172000,Single Family,Detached House,3,2,1111.658981,1.0234955,South
9/3/2021,2021,Greenwich,561960,985000,Single Family,Detached House,3,3,1026,1.0234955,West
9/3/2021,2021,Fairfield,293440,360000,Single Family,Detached House,3,3,925,1.0234955,South
9/3/2021,2021,Stamford,724430,1000000,Single Family,Detached House,3,3,1068,1.0234955,South
9/3/2021,2021,Unknown,101510,116550,Single Family,Detached House,3,2,1011,1.0234955,West
9/3/2021,2021,West Hartford,251790,399000,Single Family,Detached House,3,1,1091,1.0234955,North
9/4/2021,2021,Unknown,527030,800000,Single Family,Detached House,3,1,1066,1.0234955,East
9/4/2021,2021,Stamford,330350,438000,Single Family,Detached House,3,1,1023,1.0234955,North
9/4/2021,2021,Fairfield,229110,265000,Single Family,Detached House,3,2,1111.658981,1.0234955,North
9/4/2021,2021,Unknown,444584.207,190000,Single Family,Detached House,3,3,1098,1.0234955,West
9/5/2021,2021,Stamford,640290,775300,Single Family,Detached House,3,2,982,1.0234955,South
9/5/2021,2021,West Hartford,116970,203000,Single Family,Detached House,3,3,1032,1.0234955,South
9/5/2021,2021,Stamford,444584.207,849500,Single Family,Detached House,3,3,1001,1.0234955,East
9/6/2021,2021,Fairfield,1512700,861000,Single Family,Detached House,3,3,1111.658981,1.0234955,West
9/6/2021,2021,Waterbury,444584.207,95000,Three Family,Triplex,6,6,1837,1.0234955,South
9/9/2021,2021,Unknown,353900,657500,Two Family,Duplex,4,3,1446,1.0234955,West
9/9/2021,2021,Bridgeport,144070,230000,Single Family,Detached House,3,1,971,1.0234955,West
9/9/2021,2021,West Hartford,227850,420000,Single Family,Detached House,3,2,1111.658981,1.0234955,East
9/10/2021,2021,Waterbury,72880,124000,Single Family,Detached House,3,3,1111.658981,1.0234955,West
9/10/2021,2021,Waterbury,84420,140000,Single Family,Detached House,3,1,973,1.0234955,North
9/10/2021,2021,Stamford,311070,453000,Single Family,Detached House,3,1,917,1.0234955,South
9/10/2021,2021,Waterbury,57520,164900,Three Family,Triplex,6,4,1918,1.0234955,East
9/10/2021,2021,Fairfield,273490,500000,Single Family,Detached House,3,1,1006,1.0234955,South
9/11/2021,2021,Waterbury,76960,121000,Single Family,Detached House,3,1,903,1.0234955,South
9/11/2021,2021,Stamford,444584.207,575000,Single Family,Duplex,4,2,1367,1.0234955,East
9/11/2021,2021,Waterbury,84180,76440,Single Family,Detached House,3,1,943,1.0234955,North
9/11/2021,2021,West Hartford,224140,335000,Single Family,Detached House,3,1,999,1.0234955,East
9/12/2021,2021,Fairfield,331660,550000,Single Family,Detached House,3,3,1014,1.0234955,North
9/12/2021,2021,Fairfield,444584.207,1055000,Single Family,Detached House,3,1,968,1.0234955,North
9/12/2021,2021,Bridgeport,82810,145000,Single Family,Detached House,3,3,1056,1.0234955,West
9/12/2021,2021,Bridgeport,132740,250000,Three Family,Triplex,6,6,1963,1.0234955,West
9/12/2021,2021,Stamford,265430,510000,Two Family,Duplex,4,3,1432,1.0234955,West
9/13/2021,2021,Stamford,464200,580000,Single Family,Detached House,3,3,1111.658981,1.0234955,North
9/13/2021,2021,Stamford,298550,491000,Single Family,Detached House,3,1,1079,1.0234955,West
9/13/2021,2021,Greenwich,338800,665000,Two Family,Duplex,4,4,1111.658981,1.0234955,West
9/13/2021,2021,West Hartford,156030,300000,Single Family,Detached House,3,2,1111.658981,1.0234955,West
9/13/2021,2021,Unknown,161680,234840,Two Family,Duplex,4,4,1339,1.0234955,South
9/16/2021,2021,Fairfield,261240,375000,Single Family,Detached House,3,2,1111.658981,1.0234955,North
9/16/2021,2021,Waterbury,95530,164600,Single Family,Detached House,3,2,1087,1.0234955,South
9/16/2021,2021,Bridgeport,89640,125000,Two Family,Duplex,4,4,1435,1.0234955,North
9/16/2021,2021,Stamford,449770,506000,Single Family,Detached House,3,3,977,1.0234955,South
9/16/2021,2021,Fairfield,191310,272000,Single Family,Detached House,3,1,970,1.0234955,North
9/16/2021,2021,Unknown,111740,126690,Two Family,Duplex,4,3,1111.658981,1.0234955,East
9/17/2021,2021,Unknown,116280,220000,Single Family,Detached House,3,2,1000,1.0234955,East
9/17/2021,2021,Fairfield,444584.207,1023000,Single Family,Detached House,3,2,1075,1.0234955,West
9/17/2021,2021,Bridgeport,216860,368247,Single Family,Duplex,4,3,1111.658981,1.0234955,West
9/17/2021,2021,Bridgeport,177000,333900,Single Family,Detached House,3,2,1024,1.0234955,North
9/18/2021,2021,Bridgeport,98590,174000,Two Family,Duplex,4,2,1451,1.0234955,North
9/18/2021,2021,Greenwich,582890,775000,Single Family,Detached House,3,1,928,1.0234955,West
9/19/2021,2021,Bridgeport,49310,65000,Single Family,Detached House,3,3,930,1.0234955,South
9/19/2021,2021,Waterbury,79940,105000,Single Family,Detached House,3,2,1111.658981,1.0234955,West
9/19/2021,2021,West Hartford,319060,485000,Single Family,Detached House,3,2,1068,1.0234955,West
9/19/2021,2021,Bridgeport,71700,174250,Two Family,Duplex,4,4,1419,1.0234955,North
9/20/2021,2021,Stamford,518080,800000,Single Family,Detached House,3,2,1002,1.0234955,South
9/20/2021,2021,Waterbury,57170,60000,Single Family,Detached House,3,3,1050,1.0234955,East
9/23/2021,2021,West Hartford,343280,485000,Single Family,Detached House,3,2,1035,1.0234955,South
9/23/2021,2021,Unknown,106890,221000,Single Family,Detached House,3,2,981,1.0234955,West
9/23/2021,2021,Bridgeport,84670,90000,Single Family,Detached House,3,1,990,1.0234955,North
9/24/2021,2021,Greenwich,444584.207,8347000,Single Family,Detached House,3,1,1048,1.0234955,East
9/24/2021,2021,Fairfield,291480,330000,Single Family,Detached House,3,1,1090,1.0234955,East
9/25/2021,2021,Unknown,152680,220000,Single Family,Detached House,3,1,1081,1.0234955,West
9/25/2021,2021,Greenwich,2213470,1500000,Single Family,Detached House,3,3,916,1.0234955,East
9/25/2021,2021,Waterbury,69110,130000,Single Family,Detached House,3,1,968,1.0234955,South
9/26/2021,2021,Bridgeport,444584.207,38750,Two Family,Duplex,4,4,1402,1.0234955,North
9/26/2021,2021,Greenwich,1091160,2286250,Single Family,Detached House,3,1,977,1.0234955,North
9/26/2021,2021,Fairfield,444584.207,760000,Single Family,Detached House,3,3,1062,1.0234955,North
9/26/2021,2021,Waterbury,83910,140000,Single Family,Detached House,3,1,1025,1.0234955,West
9/27/2021,2021,Waterbury,64020,175000,Four Family,Fourplex,8,8,2989,1.0234955,North
9/27/2021,2021,Unknown,95490,200000,Three Family,Triplex,6,6,2143,1.0234955,North
9/27/2021,2021,Fairfield,1029560,950000,Single Family,Detached House,3,1,1005,1.0234955,West
9/27/2021,2021,West Hartford,137830,175000,Single Family,Detached House,3,1,1111.658981,1.0234955,East
9/27/2021,2021,Stamford,444584.207,669000,Single Family,Detached House,3,2,923,1.0234955,West
9/27/2021,2021,Waterbury,83350,195000,Single Family,Detached House,3,1,1068,1.0234955,West
9/27/2021,2021,Waterbury,28020,50000,Three Family,Triplex,6,5,1911,1.0234955,North
9/30/2021,2021,Unknown,66870,156000,Two Family,Duplex,4,3,1264,1.0234955,West
9/30/2021,2021,Fairfield,376740,560000,Single Family,Detached House,3,1,915,1.0234955,North
9/30/2021,2021,West Hartford,332500,285000,Single Family,Detached House,3,3,1077,1.0234955,East
9/30/2021,2021,Waterbury,76840,90000,Single Family,Detached House,3,1,999,1.0234955,South
9/30/2021,2021,Unknown,63410,119000,Single Family,Detached House,3,2,1010,1.0234955,East
10/1/2021,2021,Norwalk,260600,430000,Single Family,Detached House,3,3,1111.658981,1.0234955,West
10/1/2021,2021,Unknown,120150,240218,Three Family,Triplex,6,6,2009,1.0234955,East
10/1/2021,2021,Waterbury,128920,240000,Single Family,Detached House,3,2,1096,1.0234955,South
10/1/2021,2021,Fairfield,341040,405000,Single Family,Detached House,3,1,958,1.0234955,East
10/1/2021,2021,Waterbury,80560,207000,Two Family,Duplex,4,4,1111.658981,1.0234955,South
10/1/2021,2021,Bridgeport,444584.207,360000,Three Family,Triplex,6,5,2105,1.0234955,South
10/1/2021,2021,Bridgeport,136550,250000,Single Family,Detached House,3,3,1072,1.0234955,North
10/1/2021,2021,Greenwich,2006620,2815000,Single Family,Detached House,3,2,1111.658981,1.0234955,North
10/2/2021,2021,Waterbury,71250,135000,Single Family,Detached House,3,3,1111.658981,1.0234955,West
10/2/2021,2021,Greenwich,445760,560000,Single Family,Detached House,3,3,986,1.0234955,East
10/3/2021,2021,Stamford,596820,475000,Single Family,Detached House,3,2,1092,1.0234955,South
10/3/2021,2021,Bridgeport,144530,227500,Three Family,Triplex,6,5,2055,1.0234955,North
10/4/2021,2021,Fairfield,607040,600000,Single Family,Detached House,3,1,945,1.0234955,East
10/4/2021,2021,Waterbury,86570,150000,Single Family,Detached House,3,2,1111.658981,1.0234955,West
10/4/2021,2021,Stamford,497140,685000,Single Family,Detached House,3,2,1039,1.0234955,North
10/7/2021,2021,Fairfield,444584.207,1455750,Single Family,Detached House,3,2,909,1.0234955,North
10/7/2021,2021,Waterbury,81730,157000,Three Family,Triplex,6,5,1939,1.0234955,South
10/7/2021,2021,Bridgeport,125670,340000,Two Family,Duplex,4,2,1472,1.0234955,West
10/7/2021,2021,Bridgeport,444584.207,65000,Single Family,Detached House,3,3,1064,1.0234955,South
10/7/2021,2021,Unknown,253820,435000,Single Family,Detached House,3,1,990,1.0234955,East
10/8/2021,2021,Stamford,436390,720000,Single Family,Detached House,3,1,966,1.0234955,South
10/9/2021,2021,Stamford,374260,438000,Single Family,Detached House,3,2,932,1.0234955,North
10/9/2021,2021,Bridgeport,444584.207,37500,Three Family,Triplex,6,5,2096,1.0234955,South
10/10/2021,2021,Unknown,80850,100000,Single Family,Detached House,3,1,924,1.0234955,South
10/11/2021,2021,Bridgeport,110440,180000,Single Family,Detached House,3,3,1093,1.0234955,South
10/11/2021,2021,Waterbury,53590,125000,Single Family,Detached House,3,2,940,1.0234955,South
10/15/2021,2021,West Hartford,234500,325000,Single Family,Detached House,3,2,1029,1.0234955,South
10/15/2021,2021,Bridgeport,156760,272000,Single Family,Detached House,3,1,1047,1.0234955,North
10/15/2021,2021,Greenwich,2998030,4100000,Single Family,Detached House,3,1,1111.658981,1.0234955,South
10/15/2021,2021,West Hartford,444584.207,400000,Single Family,Detached House,3,1,980,1.0234955,South
10/16/2021,2021,Waterbury,444584.207,149900,Single Family,Detached House,3,1,1111.658981,1.0234955,South
10/16/2021,2021,Fairfield,693560,1150000,Single Family,Detached House,3,2,903,1.0234955,South
10/16/2021,2021,Stamford,298730,475000,Single Family,Detached House,3,3,965,1.0234955,East
10/17/2021,2021,Bridgeport,106560,194000,Two Family,Duplex,4,4,1348,1.0234955,East
10/17/2021,2021,Stamford,385030,600000,Two Family,Duplex,4,2,1230,1.0234955,North
10/18/2021,2021,Waterbury,62310,120000,Three Family,Triplex,6,5,2183,1.0234955,East
10/18/2021,2021,West Hartford,399000,326000,Single Family,Detached House,3,1,937,1.0234955,East
10/18/2021,2021,Waterbury,62310,60000,Three Family,Triplex,6,6,2029,1.0234955,North
10/21/2021,2021,Waterbury,62220,147000,Single Family,Detached House,3,3,916,1.0234955,East
10/21/2021,2021,Waterbury,101180,179900,Single Family,Detached House,3,2,976,1.0234955,East
10/21/2021,2021,Greenwich,833140,1005000,Single Family,Detached House,3,1,911,1.0234955,North
10/21/2021,2021,Bridgeport,96060,110000,Single Family,Detached House,3,3,1040,1.0234955,West
10/21/2021,2021,Bridgeport,111440,325000,Three Family,Triplex,6,5,1838,1.0234955,South
10/21/2021,2021,West Hartford,146300,156000,Single Family,Detached House,3,3,998,1.0234955,East
10/21/2021,2021,Bridgeport,116800,185000,Single Family,Detached House,3,3,1111.658981,1.0234955,North
10/23/2021,2021,Greenwich,444584.207,1600000,Single Family,Detached House,3,3,1111.658981,1.0234955,North
10/23/2021,2021,Waterbury,53800,68000,Single Family,Detached House,3,1,966,1.0234955,North
10/23/2021,2021,Norwalk,444584.207,570000,Single Family,Detached House,3,3,1111.658981,1.0234955,East
10/23/2021,2021,Fairfield,702520,986000,Single Family,Detached House,3,2,923,1.0234955,West
10/24/2021,2021,Stamford,307690,486000,Single Family,Detached House,3,3,1111.658981,1.0234955,East
10/25/2021,2021,Waterbury,123120,170000,Single Family,Detached House,3,2,1009,1.0234955,South
